id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
36582853,ESTIA/IANASSA,272950356,Estia,,Ρόδου (Rhodes),36.44188,28.222,Private room,80,2,2,2019-09-01,1.18,6,0
36582925,Enjoy traditional karpathian wood bed!,216867913,Popi,,Καρπάθου (Karpathos),35.75697,27.20925,Private room,35,1,5,2019-08-31,2.42,2,364
36583355,ESTIA/SALACIA,272950356,Estia,,Ρόδου (Rhodes),36.44194,28.22262,Private room,120,2,0,,,6,0
36584295,ESTIA/MELTEM,272950356,Estia,,Ρόδου (Rhodes),36.44243,28.22379,Private room,80,2,6,2019-09-15,3.16,6,0
36585095,Loft con piscina con vista sull'Egeo,34086621,Alessandro,,Πάρου (Paros),37.01995,25.23199,Entire home/apt,160,5,1,2019-08-19,0.70,2,180
36586492,Almira   1,274835366,Leonidas,,Ιητών (Ios),36.73253,25.27273,Entire home/apt,110,3,0,,,2,180
36586685,Traditional cycladic villa 50m from the beach.,227046027,Μαργαριτα,,Αντιπάρου (Antiparos),36.98283,25.06881,Entire home/apt,600,4,0,,,1,365
36587320,Charming house near beaches in Milos,104506227,Manuela,,Μήλου (Milos),36.66437,24.42952,Entire home/apt,140,2,1,2019-08-12,0.60,1,0
36588089,"Amorgos, Double/Twin Studio 3",20888351,Antonios,,Αμοργού (Amorgos),36.90529,25.99658,Entire home/apt,50,1,1,2019-08-15,0.64,5,0
36588209,Tinos Town Cozy Home,198969735,Dimitra,,Τήνου (Tinos),37.53936,25.16501,Entire home/apt,80,4,2,2019-08-23,0.97,20,210
36589224,Tau Squared Holiday House,31635476,Theodossis,,Κέας (Kea),37.66039,24.3194,Entire home/apt,350,3,2,2019-08-21,1.20,1,365
36589782,Villa Sophia Kanalia,234979741,Giorgos,,Μυκόνου (Μykonos),37.42863,25.31696,Entire home/apt,503,1,1,2019-07-27,0.45,1,359
36590900,SEA BREEZE-VAPORIA-SYROS,275040297,Γεωργιος,,Σύρου - Ερμούπολης (Syros),37.44729,24.94581,Entire home/apt,140,3,7,2019-09-08,3.04,1,364
36590934,avakion house sea view,154641147,Ξανθάκης,,Σίφνου (Sifnos),36.93408,24.68974,Entire home/apt,150,6,0,,,2,365
36591224,The Luminous Villas,275042957,Μαριάνο,,Πάρου (Paros),37.00307,25.13412,Entire home/apt,500,1,0,,,2,365
36591815,Afentikou House,275047001,Σοφία,,Σίφνου (Sifnos),36.98378,24.71782,Entire home/apt,101,1,5,2019-09-08,2.42,1,106
36592319,Stone built Villa for 8 people with private pool,105912904,Despina,,Ρόδου (Rhodes),36.11039,28.05796,Entire home/apt,319,3,0,,,7,139
36592871,Small studio at Akrotiri,267634168,Nike,,Θήρας (Santorini),36.36226,25.38742,Entire home/apt,50,2,8,2019-09-15,4.36,4,181
36593087,2 bedroom house up to 6 people,32179066,Riccardo,,Μυκόνου (Μykonos),37.43306,25.34689,Entire home/apt,300,2,0,,,7,180
36593107,"Traditional suites in Chora,  Kythnos #2",275054709,Dimitris,,Κύθνου (Kythnos),37.41211,24.43537,Entire home/apt,129,2,4,2019-09-01,2.14,2,333
36594081,Caparia Home at the center of Tinos town,54696967,Evgenia,,Τήνου (Tinos),37.58705,25.11996,Entire home/apt,150,7,0,,,1,0
36594224,Two Bedroom Bugalow,275061299,V-Houses,,Πάρου (Paros),37.10736,25.19519,Entire home/apt,63,1,0,,,5,272
36594463,Quiet New Cottage in the heart of Mykonos island.,201212800,Iakovina,,Μυκόνου (Μykonos),37.46004,25.34616,Entire home/apt,250,2,2,2019-08-15,0.92,2,364
36594762,Sea View Balcony - 1 bdr Apartment in Akrotiri,267634168,Nike,,Θήρας (Santorini),36.36292,25.38646,Entire home/apt,110,3,0,,,4,181
36598028,Δίκλινο studio πάνω στη θάλασσα - Κούνουπας,230938091,Ioannis,,Αστυπαλαίας (Astypalea),36.56687,26.35706,Entire home/apt,70,1,1,2019-08-22,0.75,3,364
36599087,Μερμυγκας όνομα δωματιου,230938091,Ioannis,,Αστυπαλαίας (Astypalea),36.55805,26.31357,Entire home/apt,55,2,0,,,3,365
36599264,Πετροχτιστο ολοκαίνουργιο  διαμερισμα,274742948,Sofia,,Ρόδου (Rhodes),36.33556,28.20715,Entire home/apt,150,1,0,,,3,180
36600389,Pasithei Studios  Dusky Pink Perissa,275110814,PasitheiStudios,,Θήρας (Santorini),36.35603,25.47089,Entire home/apt,90,1,2,2019-09-04,1.62,11,12
36602884,Exquisite Private Pool Villa 6 Prs @ Santorini,358814,Katerina,,Θήρας (Santorini),36.41253,25.45062,Entire home/apt,290,2,8,2019-09-21,3.69,4,128
36610802,Apatouria Farmhouse,275197141,Minas,,Άνδρου (Andros),37.85094,24.91983,Entire home/apt,110,3,0,,,1,81
36611543,"180° View, Charming House Walkable to Beach",275201732,Matina,,Κύθνου (Kythnos),37.37492,24.45238,Entire home/apt,120,4,2,2019-09-02,1.07,1,364
36614479,Adromeda Studios,275217039,Adromeda,,Καλυμνίων (Kalymnos),36.96765,26.93453,Hotel room,40,1,0,,,1,38
36615840,SEA YOU Tinos House,273222738,Stamos,,Τήνου (Tinos),37.53113,25.19086,Entire home/apt,150,2,2,2019-08-24,1.13,1,336
36618677,Lovely maisonette in the village of Archaggelos,275238030,Nektaria,,Ρόδου (Rhodes),36.21967,28.11204,Entire home/apt,50,2,1,2019-08-14,0.63,1,178
36618920,Triple Bungalow,275061299,V-Houses,,Πάρου (Paros),37.10776,25.19393,Entire home/apt,43,1,0,,,5,272
36624921,Chryssopigi Moonlight House,275277413,Chryssopigi,,Σίφνου (Sifnos),36.93933,24.74463,Entire home/apt,300,3,2,2019-08-27,1.33,1,32
36626537,"Apartment In Lefkes, Paros",212482554,Maria,,Πάρου (Paros),37.02587,25.12872,Entire home/apt,100,1,0,,,1,363
36627718,Double room in the beautiful Alkyon Hotel Syros,45747922,Catherine & Iakovos,,Σύρου - Ερμούπολης (Syros),37.43812,24.91414,Hotel room,85,2,2,2019-08-16,1.18,13,198
36627837,Almira 2,274835366,Leonidas,,Ιητών (Ios),36.73244,25.27224,Entire home/apt,110,3,0,,,2,180
36628267,Matina's House,275303280,Matina,,Πάρου (Paros),37.02397,25.10811,Entire home/apt,100,3,1,2019-08-15,0.64,1,179
36629446,Makelli Studio B4,169440485,Vasilios,,Καρπάθου (Karpathos),35.50575,27.21131,Entire home/apt,25,4,5,2019-09-14,2.59,4,0
36629594,Luxury Villa Naoussa - Beachfront,94010392,Despina & Michael,,Πάρου (Paros),37.12407,25.26044,Entire home/apt,570,6,0,,,8,32
36629804,Villa Cloud,160120489,Aesthesis,,Θήρας (Santorini),36.41563,25.4313,Entire home/apt,1000,1,0,,,6,77
36630352,Makelli Apartment A6,169440485,Vasilios,,Καρπάθου (Karpathos),35.50539,27.21353,Entire home/apt,35,4,2,2019-09-01,1.18,4,0
36631160,Bungalow Hermes,224787720,Litsa,,Κω (Kos),36.89717,27.2442,Entire home/apt,33,3,0,,,8,362
36631472,Litsa's house,273026408,Giorgos,,Άνδρου (Andros),37.8826,24.73571,Entire home/apt,70,3,1,2019-08-11,0.59,1,364
36631483,Sifnos Living - A1,272469130,Apostolos,,Σίφνου (Sifnos),36.93438,24.68509,Entire home/apt,105,5,1,2019-08-18,0.68,1,48
36631794,Cycladic Jacuzzi Suite,269473152,Nektarios,,Θήρας (Santorini),36.39942,25.44856,Entire home/apt,189,1,0,,,6,365
36632221,House up the river,275333042,Margarita,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.0725,25.44587,Entire home/apt,280,1,0,,,1,365
36632236,Orange room is at the center of Adamantas,273472981,Teodor,,Μήλου (Milos),36.72818,24.44619,Private room,55,1,10,2019-09-14,4.41,2,179
36633234,Euphoria Downtown Master suite with jaccuzi,275317436,Marina,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.09189,25.37971,Private room,130,1,0,,,2,364
36633854,Fully Equipped Apartment-Quiet area-Garden View,13152064,Manuel,,Ρόδου (Rhodes),36.17772,28.08882,Entire home/apt,50,3,0,,,17,61
36634399,Villa Rhenia in Elia Mykonos,275352474,Afrodite,,Μυκόνου (Μykonos),37.42589,25.38902,Entire home/apt,500,2,3,2019-09-01,1.67,4,106
36634405,"Traditional suites in Chora,  Kythnos #1",275054709,Dimitris,,Κύθνου (Kythnos),37.41228,24.43538,Entire home/apt,78,2,6,2019-09-08,2.50,2,342
36634468,Votsalo,74083865,Katerina,,Κω (Kos),36.78842,27.15014,Entire home/apt,45,3,4,2019-09-07,1.97,2,321
36635042,Euphoria Downtown  Superior spa suite,275317436,Marina,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.10112,25.37641,Private room,100,1,0,,,2,365
36635160,Aegean View Villa,60976472,Nikolaos,,Μυκόνου (Μykonos),37.43626,25.30614,Entire home/apt,1500,4,1,2019-07-30,0.48,4,58
36636005,Elegant villa with stunning views,275320831,Chloe,,Μυκόνου (Μykonos),37.41585,25.3284,Entire home/apt,1850,3,1,2019-08-05,0.53,1,270
36636486,Ο ΤΖΊΤΖΙΚΑΣ ΌΝΟΜΑ ΔΩΜΑΤΊΟΥ,230938091,Ioannis,,Αστυπαλαίας (Astypalea),36.56754,26.35565,Entire home/apt,70,1,2,2019-09-11,1.58,3,351
36636815,"Maison proche Ioulida, Kéa, Cyclades",80082023,Frédéric,,Κέας (Kea),37.63796,24.32536,Entire home/apt,94,6,2,2019-08-29,1.58,1,256
36637293,Eftychias' Residence,111637076,Καλλιόπη,,Καλυμνίων (Kalymnos),36.99537,26.93608,Entire home/apt,150,5,1,2019-08-20,0.71,2,257
36638703,Rhenia Studio offering pool and sea view,275352474,Afrodite,,Μυκόνου (Μykonos),37.42753,25.38741,Entire home/apt,200,2,3,2019-09-13,1.76,4,112
36639112,Cosy studio in Elia Mykonos with large pool,275352474,Afrodite,,Μυκόνου (Μykonos),37.42809,25.3891,Entire home/apt,250,2,1,2019-08-02,0.50,4,112
36643694,Sunset view and sea view house with shared pool,24822545,Eirini,,Πάρου (Paros),37.05653,25.11026,Entire home/apt,250,3,2,2019-09-27,0.90,3,79
36644369,Iresma Suites I,137134911,Michalis,,Πάρου (Paros),37.12204,25.23848,Entire home/apt,240,3,6,2019-09-26,3.33,4,305
36646314,Villa Dias,49977975,Richard,,Ρόδου (Rhodes),35.9761,27.90006,Entire home/apt,100,4,0,,,7,178
36646747,Adelphi Apartment 6,34885881,Markos,,Θήρας (Santorini),36.35716,25.47365,Entire home/apt,170,2,0,,,8,118
36647102,Laggada resort- Tavros-two bedroom apartment,33430239,Anna,,Μυκόνου (Μykonos),37.43558,25.33588,Entire home/apt,300,1,1,2019-09-17,1,16,25
36647167,Sweet little house very close to the sea!,275457328,Elisavet,,Κω (Kos),36.88845,27.33559,Entire home/apt,50,1,3,2019-09-12,1.80,1,359
36648108,Beautiful Penelope Gavrio Andros,274944591,Πηνελόπη,,Άνδρου (Andros),37.88392,24.73587,Entire home/apt,100,3,1,2019-08-15,0.64,2,179
36649192,Nice place Gavrio Andros,274944591,Πηνελόπη,,Άνδρου (Andros),37.88507,24.73643,Entire home/apt,100,3,2,2019-08-11,1.09,2,179
36650284,"Santorini Amelisa traditional house, 6p, sea view",275479915,Daniel,,Θήρας (Santorini),36.3824,25.44781,Entire home/apt,189,2,3,2019-09-14,2.14,1,6
36651118,Sweet Apartment in Rhodes city centre,263875466,Christina,,Ρόδου (Rhodes),36.43047,28.21886,Entire home/apt,55,2,2,2019-08-12,0.79,2,0
36653089,Villa Efterpi ~Musses of art~,86858325,Eleni,,Ρόδου (Rhodes),36.30774,28.13334,Entire home/apt,260,2,0,,,5,211
36653237,Laggada resort-Delfini- Superior apartment,33430239,Anna,,Μυκόνου (Μykonos),37.43611,25.33559,Entire home/apt,100,1,1,2019-09-07,1,16,28
36653585,Triple Bungalow B,275061299,V-Houses,,Πάρου (Paros),37.08458,25.14852,Entire home/apt,41,1,0,,,5,148
36653670,Triple Bungalow C,275061299,V-Houses,,Πάρου (Paros),37.08617,25.14964,Entire home/apt,41,1,0,,,5,148
36653941,Double Bungalow A,275061299,V-Houses,,Πάρου (Paros),37.10929,25.19448,Entire home/apt,41,1,0,,,5,148
36654368,Stone house Anemos,10518589,Aggeliki,,Τήνου (Tinos),37.53766,25.21357,Entire home/apt,110,3,2,2019-08-26,1.33,4,364
36654461,DBL ROOM,82602895,Mixalis,,Κω (Kos),36.88981,27.18203,Private room,40,1,1,2019-08-18,0.68,2,365
36654747,Peaceful retreat w/ great view & 5' walk to beach,273291407,Irene,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.06046,25.58151,Entire home/apt,35,1,7,2019-09-25,4.04,2,99
36655326,Island Dreams II,275498390,Nikolaos,,Μήλου (Milos),36.72633,24.44593,Entire home/apt,120,1,3,2019-08-18,1.32,2,1
36656521,Santorini Villatzio - Cozy Flat,271603045,Vaggelis,,Θήρας (Santorini),36.39804,25.4448,Entire home/apt,100,2,6,2019-09-27,3.46,2,18
36657019,Persephone - Newly Renovated Cycladic Studio,942486,Andreas,,Μήλου (Milos),36.72571,24.4442,Entire home/apt,45,2,9,2019-09-19,4.09,2,6
36658335,House in Town,275497294,Aggeliki,,Τήνου (Tinos),37.53353,25.16397,Entire home/apt,80,2,3,2019-08-25,1.64,1,0
36658653,BAZEOS TOWER rooms @ NAXOS (room 1),240185857,Yiannis,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.0393,25.45047,Hotel room,50,3,0,,,23,56
36661736,Stone Built House 5002,274954167,Belvita,,Ρόδου (Rhodes),36.25755,28.15678,Entire home/apt,250,1,0,,,3,365
36661781,LοVeKoS,81814427,Hippocrates,,Κω (Kos),36.89728,27.25237,Entire home/apt,60,2,1,2019-08-17,0.67,1,364
36663051,Nikolas Home,275561941,Nikolas - Aggeliki,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.1,25.38507,Entire home/apt,95,3,2,2019-08-19,1.30,1,60
36663120,Adelphi Apartment 5,34885881,Markos,,Θήρας (Santorini),36.35614,25.4739,Entire home/apt,119,2,0,,,8,151
36664565,"Casa Luz, Κυκλαδίτικο σπίτι",138883196,Danai,,Θήρας (Santorini),36.38502,25.4576,Entire home/apt,400,2,10,2019-09-21,5.26,1,166
36664844,"Sofianna's House: Chic, smart & cozy  in Naoussa",275572923,Sofianna,,Πάρου (Paros),37.12261,25.2376,Entire home/apt,140,3,7,2019-09-16,3.56,1,36
36664877,Apartment Konstantina,275259297,Konstantina,,Ρόδου (Rhodes),36.4294,28.21682,Entire home/apt,50,5,0,,,1,1
36665081,Anemos suite,275577563,Maria,,Θήρας (Santorini),36.42427,25.43003,Entire home/apt,199,1,8,2019-09-24,3.69,1,354
36665722,Mazoren Art Hotel,225761830,Kyriakos,,Ρόδου (Rhodes),36.35023,28.19286,Hotel room,52,1,3,2019-09-04,1.70,2,3
36666282,Stunning views and simple friendly accommodation,275587267,Nikos,,Ρόδου (Rhodes),36.0927,28.0845,Entire home/apt,50,7,1,2019-08-14,0.63,1,364
36667962,Cosy Bohème retreat with sea views,38833324,Christy,,Μυκόνου (Μykonos),37.42771,25.32664,Entire home/apt,275,7,0,,,1,119
36669520,Thodoris Home,275594892,Chris,,Σίφνου (Sifnos),36.98897,24.6762,Entire home/apt,120,1,8,2019-09-18,3.48,1,30
36669544,World of Blue,87707870,Georgia,,Πάρου (Paros),36.99799,25.13589,Private room,90,2,0,,,1,364
36669653,Anogi Serifos,275614379,Ιωάννης,,Σερίφου (Seriphos),37.18207,24.51489,Entire home/apt,50,2,8,2019-09-10,3.53,1,20
36670358,"Emroupoli Syros, Αnnaelle's Apartment",275620880,Richard,,Σύρου - Ερμούπολης (Syros),37.44289,24.9407,Entire home/apt,55,2,0,,,1,124
36670431,Pasithei Studios Double LEMON Perissa,275110814,PasitheiStudios,,Θήρας (Santorini),36.35748,25.4746,Entire home/apt,51,1,0,,,11,154
36671524,Villa Castro,275629836,Teris,,Ρόδου (Rhodes),36.27528,28.15014,Entire home/apt,50,3,1,2019-07-31,0.48,1,180
36672351,☀Casita Casita Lindos Boutique Hotel - For Groups☀,268023366,Casita Casita,,Ρόδου (Rhodes),36.09428,28.08155,Hotel room,1500,1,0,,,8,200
36678477,Ηρεμία με θέα το απέραντο γαλάζιο του Αιγαίου.,260865845,Ιωάννης,,Άνδρου (Andros),37.84866,24.90947,Entire home/apt,68,2,1,2019-08-14,0.63,3,224
36678607,Island Dreams I,275498390,Nikolaos,,Μήλου (Milos),36.72584,24.44587,Entire home/apt,120,1,7,2019-09-10,4.20,2,1
36678847,SOFIA2,274522408,Αντωνιος,,Σύρου - Ερμούπολης (Syros),37.39272,24.94578,Entire home/apt,60,1,1,2019-08-14,0.63,2,88
36680647,Filareti house Patmos,275701788,Αντιγόνη,,Πάτμου (Patmos),37.32889,26.54358,Entire home/apt,250,3,2,2019-08-21,1.25,1,209
36680676,Villa Exomitis,21157253,Irene,,Θήρας (Santorini),36.33607,25.44095,Entire home/apt,95,2,3,2019-09-29,3,1,208
36682240,Kamiros Apartment,267332242,Michail,,Ρόδου (Rhodes),36.34075,27.91671,Entire home/apt,200,2,1,2019-09-14,1,2,230
36683536,Casa Terra e Mare,273825373,Γεωργιοσ,,Λέρου (Leros),37.14179,26.83676,Entire home/apt,99,1,1,2019-08-28,0.88,1,244
36683730,Pasithei Studios Double Room Green,275110814,PasitheiStudios,,Θήρας (Santorini),36.35799,25.47563,Entire home/apt,49,1,1,2019-08-28,0.88,11,171
36683972,Breeze St. George Apartment,275722046,Konstantinos,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.0996,25.38259,Entire home/apt,118,5,0,,,1,363
36684828,RED,275110814,PasitheiStudios,,Θήρας (Santorini),36.35372,25.46978,Entire home/apt,49,1,0,,,11,70
36685480,Edem Superior Suite with outdoor hot tub,243108815,Edem,,Θήρας (Santorini),36.46372,25.39474,Private room,300,1,0,,,2,364
36685922,mint,275110814,PasitheiStudios,,Θήρας (Santorini),36.35667,25.47577,Entire home/apt,49,1,0,,,11,65
36687978,SOMON,275110814,PasitheiStudios,,Θήρας (Santorini),36.35785,25.4758,Entire home/apt,111,1,0,,,11,58
36688247,The Small Diamond of Artemonas 2,180335822,Ευπραξια,,Σίφνου (Sifnos),36.98441,24.72565,Entire home/apt,50,2,2,2019-09-23,1.36,2,110
36689078,2 Bedroom Sea View Suite with Outdoor Jacuzzi,244139676,3S Holidays,,Μυκόνου (Μykonos),37.43182,25.41283,Private room,878,1,0,,,278,102
36690347,Pasithei Studios Apartment 80 m² Ocean Perissa,275110814,PasitheiStudios,,Θήρας (Santorini),36.35811,25.47566,Entire home/apt,200,1,0,,,11,58
36690494,Mykonian Luxurious Maisonette,275765504,Christos,,Μυκόνου (Μykonos),37.41816,25.34074,Entire home/apt,180,2,5,2019-09-09,2.08,1,158
36691389,Hotel Savvas,38153803,Κατερίνα,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.10473,25.37629,Private room,45,1,4,2019-09-05,1.74,6,0
36694467,Symi Casa Maryna - Perfect and comfortable stay,26020293,Carlo,,Σύμης (Symi),36.61441,27.83564,Entire home/apt,90,3,5,2019-09-17,2.59,1,157
36695010,Two stone built villas for 8 pax with private pool,105912904,Despina,,Ρόδου (Rhodes),36.11186,28.05969,Entire home/apt,638,3,0,,,7,140
36695055,Lucia's luxury house in Agios Sostis,275803060,Loukia,,Τήνου (Tinos),37.53269,25.2048,Entire home/apt,200,3,1,2019-08-17,0.67,1,92
36695254,Idyllisches Kykladenhaus im Olivenhain / Meerblick,83924802,Stefan,,Πάρου (Paros),37.09248,25.25196,Entire home/apt,250,12,0,,,2,119
36697463,Logotheti Traditional house near Kastraki beach .,41848613,Fotini,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.00495,25.39184,Entire home/apt,100,6,1,2019-08-18,0.68,1,211
36697540,Tinos Cozy Luxury Home,239746446,Georgios,,Τήνου (Tinos),37.53274,25.16752,Entire home/apt,100,3,0,,,1,60
36697887,Franka house. Summer vacation near beach.,37021971,Γιουλη,,Σύρου - Ερμούπολης (Syros),37.39694,24.94281,Entire home/apt,55,1,3,2019-08-07,1.29,1,364
36698290,Joanna's dreamy house by the sea,275832599,Ioanna Sokou,,Πάρου (Paros),36.9985,25.13346,Entire home/apt,250,2,3,2019-09-05,1.20,1,0
36698402,"The Oceanographer's Home | Chora Hideaway, Serifos",8534656,Niki,,Σερίφου (Seriphos),37.15146,24.50564,Entire home/apt,90,2,10,2019-09-27,4.41,1,148
36700213,Μπαλκόνι στη θέα.,271817287,Maria,,Αστυπαλαίας (Astypalea),36.5462,26.35134,Entire home/apt,130,1,3,2019-08-20,1.55,1,179
36704639,Villa Pinelopi,90386510,Ναταλία,,Άνδρου (Andros),37.83783,24.93963,Entire home/apt,650,7,0,,,1,87
36708374,Zeppos Villa I,275913352,Kyriaki,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.07043,25.5199,Entire home/apt,30,5,1,2019-08-26,0.83,1,29
36711591,Traditional Cycladic House on the beach in Kythnos,30253345,Synthesis,,Κύθνου (Kythnos),37.30463,24.38104,Entire home/apt,300,5,0,,,4,362
36713638,SANTA MARIA,167855320,Takis,,Θήρας (Santorini),36.37748,25.48042,Hotel room,118,2,0,,,1,32
36714547,Pasithei Studios Ciel  Perissa,275110814,PasitheiStudios,,Θήρας (Santorini),36.35644,25.47458,Entire home/apt,150,1,0,,,11,75
36715151,Traditional Cycladic house with amazing view,275956999,Konstantina,,Πάρου (Paros),37.0905,25.16006,Entire home/apt,330,3,1,2019-08-14,0.63,1,0
36715231,Roudia View Kythnos,252166145,Anna,,Κύθνου (Kythnos),37.36823,24.4268,Entire home/apt,120,2,6,2019-08-28,2.81,1,0
36715947,Panagiotis Apartment 3,275961813,Αγγελικη,,Καλυμνίων (Kalymnos),36.95675,26.96866,Entire home/apt,58,2,1,2019-08-05,0.53,3,76
36716516,House with a view,275965133,Antigoni,,Σύρου - Ερμούπολης (Syros),37.39787,24.87473,Entire home/apt,98,3,0,,,1,364
36721099,"Studio 80 meters from the beach, Kastraki, Naxos",111636689,Rania,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.01116,25.38346,Entire home/apt,110,1,3,2019-09-20,3,3,365
36721655,"Akti Karras, Plaka Naxos (up to 5 guests)",239246960,Eftychia,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.0404,25.38117,Hotel room,100,1,1,2019-08-17,0.67,3,0
36721839,Pasithei Studios Orange Triple Room Perissa,275110814,PasitheiStudios,,Θήρας (Santorini),36.35761,25.47602,Entire home/apt,100,1,0,,,11,58
36721863,Traditional newly built house with big terrace,7690669,Marina,,Αμοργού (Amorgos),36.919,25.98403,Entire home/apt,75,2,6,2019-09-07,2.95,4,120
36722067,Tinos Village Aura,40250977,Marios,,Τήνου (Tinos),37.56162,25.19764,Entire home/apt,90,4,2,2019-08-25,1.11,1,26
36722971,Pasithei Studios Four Bed Room  Purple Perissa,275110814,PasitheiStudios,,Θήρας (Santorini),36.35816,25.47542,Entire home/apt,100,1,0,,,11,58
36724003,Pasithei Studios Blue Triple Room Perissa,275110814,PasitheiStudios,,Θήρας (Santorini),36.35791,25.47563,Entire home/apt,100,1,0,,,11,71
36724953,☀️Galini Villas - Stillness - All together,237147284,Giorgos & Valasia,,Ρόδου (Rhodes),35.96713,27.86118,Entire home/apt,605,3,0,,,7,66
36725066,Unique Ancient Stone Towerhouse - 1st floor,8359384,Alexandros,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.06907,25.44468,Entire home/apt,100,3,1,2019-08-01,0.49,2,180
36726450,"Veneston Suites, Lina",45473752,Dimitris,,Θήρας (Santorini),36.42155,25.43343,Entire home/apt,220,1,4,2019-09-20,2.50,2,19
36726949,Panagiotis Apartment 1,275961813,Αγγελικη,,Καλυμνίων (Kalymnos),36.95616,26.96732,Entire home/apt,58,2,3,2019-08-24,1.67,3,76
36728054,Panagiotis Apartment 2,275961813,Αγγελικη,,Καλυμνίων (Kalymnos),36.95607,26.96717,Entire home/apt,58,2,0,,,3,76
36728427,"Serenity houses Naxos, 80 m2,  wonderful view.",276060248,Michael,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.07623,25.4035,Entire home/apt,200,3,3,2019-08-24,1.67,3,150
36729252,2-3 persons Studio 30 meters from Perissa Beach,257805941,Vasilios & Cynthia,,Θήρας (Santorini),36.35236,25.47125,Entire home/apt,120,2,3,2019-09-03,1.25,12,176
36730057,5 persons apts 30 meters from Perissa beach,257805941,Vasilios & Cynthia,,Θήρας (Santorini),36.35595,25.47427,Entire home/apt,250,2,1,2019-09-22,1,12,183
36730164,5-6 persons apts 30 meters from Perissa Beach,257805941,Vasilios & Cynthia,,Θήρας (Santorini),36.35172,25.47056,Entire home/apt,250,2,0,,,12,181
36732109,Kissos luxury junior suite 2,275915412,Συμεων,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.10693,25.37658,Entire home/apt,210,2,7,2019-09-25,3.13,2,355
36738343,Sylivanis Rooms - Panorama,198192753,Μαθιός,,Σύρου - Ερμούπολης (Syros),37.41147,24.96306,Entire home/apt,65,1,0,,,2,365
36739155,Appartment 55 sqm (4 persons),35606800,Nikos,,Πάρου (Paros),37.03137,25.25369,Entire home/apt,88,1,0,,,10,365
36740262,AFRODITE LUXURY ROOMS TELENDOS - POTHEA Apartment,274685558,Manolis,,Καλυμνίων (Kalymnos),36.99881,26.92104,Entire home/apt,55,2,4,2019-08-28,2.67,2,181
36740817,AFRODITE LUXURY ROOMS TELENDOS-KELERIS Apartment,274685558,Manolis,,Καλυμνίων (Kalymnos),36.99874,26.92039,Entire home/apt,65,2,2,2019-08-18,1.09,2,171
36742237,BAZEOS TOWER rooms @ NAXOS (room 2),240185857,Yiannis,,Νάξου & Μικρών Κυκλάδων (Naxos & Small Cyclades),37.03999,25.44898,Hotel room,50,1,0,,,23,61
36743977,Sunbeam,264251232,Frosso,,Πάρου (Paros),37.09685,25.16795,Entire home/apt,85,3,5,2019-09-13,2.88,1,174
36745663,New Eliza and Mike's Villas v2,276209457,ElizaAndMike'S,,Πάρου (Paros),37.02446,25.24107,Entire home/apt,160,3,1,2019-08-07,0.55,2,0
36747050,BELVITA 5002,274954167,Belvita,,Ρόδου (Rhodes),36.25818,28.14291,Entire home/apt,150,1,0,,,3,363
36747608,Relaxing Country House,276219526,Mary,,Πάρου (Paros),37.105,25.246,Entire home/apt,300,3,0,,,1,96
36747756,Vitalis House,222701988,Αντωνης,,Κύθνου (Kythnos),37.38844,24.39732,Entire home/apt,70,3,1,2019-07-24,0.43,1,1
36748614,Amazing House in Kos Island!,276224674,Nikos,,Κω (Kos),36.88429,27.30469,Entire home/apt,350,2,6,2019-08-22,2.86,1,333
36748782,ΑΛΩΝΙ ΧΙΩΤΙΝΗ,197283016,Χρύσα,,Αμοργού (Amorgos),36.84054,25.88669,Private room,60,1,0,,,2,365
36749862,Fondo Giardino,144615989,Julia,,Άνδρου (Andros),37.8851,24.73788,Entire home/apt,299,3,2,2019-09-25,2,2,42
36750506,Lambis Filoxenia,14113470,Solmar Villas,,Ρόδου (Rhodes),36.0889,28.07938,Entire home/apt,228,7,0,,,21,119
36751717,Endless Horizon House in Tinos Island,59477960,Panos,,Τήνου (Tinos),37.54901,25.14839,Entire home/apt,140,3,2,2019-08-13,1.09,2,90
36752915,Alize Double Suite | Caldera View,244139676,3S Holidays,,Θήρας (Santorini),36.46076,25.37573,Private room,706,1,0,,,278,96
